,State,County,Temperature,Precipitation
1423,Mississippi,Pike County,66,88.0
1424,Mississippi,Pontotoc County,62,65.6
1425,Mississippi,Prentiss County,61,63.0
1426,Mississippi,Quitman County,62,65.0
1427,Mississippi,Rankin County,65,60.3
1428,Mississippi,Scott County,64,62.0
1429,Mississippi,Sharkey County,65,58.0
1430,Mississippi,Simpson County,65,65.3
1431,Mississippi,Smith County,64,68.7
1432,Mississippi,Stone County,66,95.3
1433,Mississippi,Sunflower County,64,64.0
1434,Mississippi,Tallahatchie County,64,66.0
1435,Mississippi,Tate County,61,59.2
1436,Mississippi,Tippah County,60,60.1
1437,Mississippi,Tishomingo County,61,69.7
1438,Mississippi,Tunica County,62,58.7
1439,Mississippi,Union County,62,63.5
1440,Mississippi,Walthall County,66,88.6
1441,Mississippi,Warren County,65,57.4
1442,Mississippi,Washington County,64,64.7
1443,Mississippi,Wayne County,65,85.7
1444,Mississippi,Webster County,62,61.0
1445,Mississippi,Wilkinson County,66,84.2
1446,Mississippi,Winston County,63,64.5
1447,Mississippi,Yalobusha County,62,67.1
1448,Mississippi,Yazoo County,65,61.4
1449,Missouri,Adair County,53,45.7
1450,Missouri,Andrew County,53,38.4
1451,Missouri,Atchison County,53,33.0
1452,Missouri,Audrain County,54,45.6
1453,Missouri,Barry County,57,52.1
1454,Missouri,Barton County,57,50.1
1455,Missouri,Bates County,56,49.0
1456,Missouri,Benton County,56,45.8
1457,Missouri,Bollinger County,57,49.6
1458,Missouri,Boone County,55,49.0
1459,Missouri,Buchanan County,54,39.6
1460,Missouri,Butler County,58,50.7
1461,Missouri,Caldwell County,53,40.7
1462,Missouri,Callaway County,56,46.9
1463,Missouri,Camden County,56,44.7
1464,Missouri,Cape Girardeau County,57,45.5
1465,Missouri,Carroll County,54,43.1
1466,Missouri,Carter County,57,43.2
1467,Missouri,Cass County,56,45.7
1468,Missouri,Cedar County,57,52.1
1469,Missouri,Chariton County,54,40.9
1470,Missouri,Christian County,56,48.9
1471,Missouri,Clark County,53,45.2
1472,Missouri,Clay County,55,37.8
1473,Missouri,Clinton County,54,39.3
1474,Missouri,Cole County,57,45.5
1475,Missouri,Cooper County,55,45.9
1476,Missouri,Crawford County,55,44.0
1477,Missouri,Dade County,57,52.2
1478,Missouri,Dallas County,56,52.3
1479,Missouri,Daviess County,53,39.2
1480,Missouri,DeKalb County,53,39.4
1481,Missouri,Dent County,55,44.0
1482,Missouri,Douglas County,56,48.1
1483,Missouri,Dunklin County,60,49.1
1484,Missouri,Franklin County,55,38.8
1485,Missouri,Gasconade County,55,39.7
1486,Missouri,Gentry County,53,35.2
1487,Missouri,Greene County,56,51.7
1488,Missouri,Grundy County,53,42.0
1489,Missouri,Harrison County,53,38.2
1490,Missouri,Henry County,56,46.5
1491,Missouri,Hickory County,56,52.4
1492,Missouri,Holt County,54,36.5
1493,Missouri,Howard County,55,44.0
1494,Missouri,Howell County,57,43.7
1495,Missouri,Iron County,55,49.0
1496,Missouri,Jackson County,55,39.0
1497,Missouri,Jasper County,57,48.2
1498,Missouri,Jefferson County,57,42.2
1499,Missouri,Johnson County,55,42.3
1500,Missouri,Knox County,53,47.0
1501,Missouri,Laclede County,56,47.8
1502,Missouri,Lafayette County,55,42.2
1503,Missouri,Lawrence County,56,52.7
1504,Missouri,Lewis County,53,47.0
1505,Missouri,Lincoln County,55,45.0
1506,Missouri,Linn County,53,44.0
1507,Missouri,Livingston County,53,43.0
1508,Missouri,McDonald County,58,49.8
1509,Missouri,Macon County,54,45.6
1510,Missouri,Madison County,55,51.4
1511,Missouri,Maries County,56,41.0
1512,Missouri,Marion County,54,47.1
1513,Missouri,Mercer County,52,42.5
1514,Missouri,Miller County,57,41.4
1515,Missouri,Mississippi County,59,49.3
1516,Missouri,Moniteau County,56,47.0
1517,Missouri,Monroe County,54,42.7
1518,Missouri,Montgomery County,55,42.3
1519,Missouri,Morgan County,56,43.6
1520,Missouri,New Madrid County,59,50.6
1521,Missouri,Newton County,58,48.0
1522,Missouri,Nodaway County,53,34.8
1523,Missouri,Oregon County,58,42.8
1524,Missouri,Osage County,56,42.8
1525,Missouri,Ozark County,57,48.7
1526,Missouri,Pemiscot County,60,46.3
1527,Missouri,Perry County,56,48.7
1528,Missouri,Pettis County,55,42.0
1529,Missouri,Phelps County,56,41.0
1530,Missouri,Pike County,54,48.6
1531,Missouri,Platte County,55,39.6
1532,Missouri,Polk County,56,54.3
1533,Missouri,Pulaski County,56,41.5
1534,Missouri,Putnam County,52,44.9
1535,Missouri,Ralls County,54,43.3
1536,Missouri,Randolph County,54,43.5
1537,Missouri,Ray County,54,40.5
1538,Missouri,Reynolds County,55,44.8
1539,Missouri,Ripley County,58,46.2
1540,Missouri,St. Charles County,56,40.6
1541,Missouri,St. Clair County,56,51.0
1542,Missouri,Ste. Genevieve County,56,47.2
1543,Missouri,St. Francois County,55,49.8
1544,Missouri,St. Louis County,57,41.2
1545,Missouri,Saline County,55,41.7
1546,Missouri,Schuyler County,52,45.0
1547,Missouri,Scotland County,52,44.0
1548,Missouri,Scott County,58,46.1
1549,Missouri,Shannon County,56,43.5
1550,Missouri,Shelby County,53,47.0
1551,Missouri,Stoddard County,58,50.2
1552,Missouri,Stone County,57,50.8
1553,Missouri,Sullivan County,52,44.4
1554,Missouri,Taney County,57,50.2
1555,Missouri,Texas County,56,41.7
1556,Missouri,Vernon County,56,50.9
1557,Missouri,Warren County,55,37.3
1558,Missouri,Washington County,55,49.0
1559,Missouri,Wayne County,57,47.0
1560,Missouri,Webster County,55,51.6
1561,Missouri,Worth County,53,35.8
1562,Missouri,Wright County,56,45.9
1563,Missouri,St. Louis City,57,39.5
1564,Montana,Beaverhead County,39,15.1
1565,Montana,Big Horn County,47,10.8
1566,Montana,Blaine County,44,9.6
1567,Montana,Broadwater County,44,10.2
1568,Montana,Carbon County,44,12.0
1569,Montana,Carter County,47,10.8
1570,Montana,Cascade County,44,11.4
1571,Montana,Chouteau County,46,9.5
1572,Montana,Custer County,47,9.8
1573,Montana,Daniels County,42,9.3
1574,Montana,Dawson County,46,8.7
1575,Montana,Deer Lodge County,39,15.0
1576,Montana,Fallon County,46,9.6
1577,Montana,Fergus County,46,10.0
1578,Montana,Flathead County,42,30.7
1579,Montana,Gallatin County,41,19.3
1580,Montana,Garfield County,47,7.7
1581,Montana,Glacier County,41,18.6
1582,Montana,Golden Valley County,45,9.4
1583,Montana,Granite County,40,17.8
1584,Montana,Hill County,43,9.2
1585,Montana,Jefferson County,42,10.9
1586,Montana,Judith Basin County,43,12.0
1587,Montana,Lake County,45,20.5
1588,Montana,Lewis and Clark County,42,16.0
1589,Montana,Liberty County,43,10.3
1590,Montana,Lincoln County,43,29.2
1591,Montana,McCone County,46,7.5
1592,Montana,Madison County,41,19.2
1593,Montana,Meagher County,41,14.0
1594,Montana,Mineral County,43,31.1
1595,Montana,Missoula County,42,23.6
1596,Montana,Musselshell County,47,9.5
1597,Montana,Park County,40,20.0
1598,Montana,Petroleum County,48,7.9
1599,Montana,Phillips County,45,8.0
1600,Montana,Pondera County,43,12.2
1601,Montana,Powder River County,47,10.4
1602,Montana,Powell County,41,19.5
1603,Montana,Prairie County,47,7.9
1604,Montana,Ravalli County,41,22.6
1605,Montana,Richland County,45,8.0
1606,Montana,Roosevelt County,44,8.6
1607,Montana,Rosebud County,47,9.0
1608,Montana,Sanders County,44,27.0
1609,Montana,Sheridan County,43,9.3
1610,Montana,Silver Bow County,41,10.8
1611,Montana,Stillwater County,44,12.3
1612,Montana,Sweet Grass County,44,13.5
1613,Montana,Teton County,43,12.7
1614,Montana,Toole County,43,10.4
1615,Montana,Treasure County,48,9.9
1616,Montana,Valley County,44,7.1
1617,Montana,Wheatland County,44,10.3
1618,Montana,Wibaux County,46,9.7
1619,Montana,Yellowstone County,48,10.0
1620,Nebraska,Adams County,52,31.2
1621,Nebraska,Antelope County,50,27.0
1622,Nebraska,Arthur County,49,20.0
1623,Nebraska,Banner County,49,13.0
1624,Nebraska,Blaine County,50,23.4
1625,Nebraska,Boone County,50,26.5
1626,Nebraska,Box Butte County,48,14.3
1627,Nebraska,Boyd County,50,19.9
1628,Nebraska,Brown County,50,22.8
1629,Nebraska,Buffalo County,51,27.6
1630,Nebraska,Burt County,51,34.8
1631,Nebraska,Butler County,51,35.8
1632,Nebraska,Cass County,52,35.2
1633,Nebraska,Cedar County,49,23.5
1634,Nebraska,Chase County,52,16.6
1635,Nebraska,Cherry County,49,21.2
1636,Nebraska,Cheyenne County,49,14.8
1637,Nebraska,Clay County,52,29.0
1638,Nebraska,Colfax County,51,31.2
1639,Nebraska,Cuming County,50,32.3
1640,Nebraska,Custer County,50,22.4
1641,Nebraska,Dakota County,50,24.0
1642,Nebraska,Dawes County,49,13.6
1643,Nebraska,Dawson County,51,24.1
1644,Nebraska,Deuel County,50,17.2
1645,Nebraska,Dixon County,49,23.6
1646,Nebraska,Dodge County,51,34.5
1647,Nebraska,Douglas County,52,37.1
1648,Nebraska,Dundy County,53,15.2
1649,Nebraska,Fillmore County,52,28.0
1650,Nebraska,Franklin County,53,29.7
1651,Nebraska,Frontier County,52,22.3
1652,Nebraska,Furnas County,52,25.0
1653,Nebraska,Gage County,53,28.5
1654,Nebraska,Garden County,49,16.4
1655,Nebraska,Garfield County,49,23.8
1656,Nebraska,Gosper County,52,25.5
1657,Nebraska,Grant County,48,20.6
1658,Nebraska,Greeley County,50,26.8
1659,Nebraska,Hall County,52,29.8
1660,Nebraska,Hamilton County,52,31.3
1661,Nebraska,Harlan County,53,28.3
1662,Nebraska,Hayes County,52,16.0
1663,Nebraska,Hitchcock County,52,14.5
1664,Nebraska,Holt County,50,22.1
1665,Nebraska,Hooker County,49,21.9
1666,Nebraska,Howard County,51,28.6
1667,Nebraska,Jefferson County,53,28.5
1668,Nebraska,Johnson County,53,31.0
1669,Nebraska,Kearney County,52,30.3
1670,Nebraska,Keith County,51,19.5
1671,Nebraska,Keya Paha County,50,21.1
1672,Nebraska,Kimball County,48,13.0
1673,Nebraska,Knox County,50,23.5
1674,Nebraska,Lancaster County,52,31.8
1675,Nebraska,Lincoln County,51,21.5
1676,Nebraska,Logan County,50,21.4
1677,Nebraska,Loup County,49,19.8
1678,Nebraska,McPherson County,49,20.6
1679,Nebraska,Madison County,50,29.2
1680,Nebraska,Merrick County,52,31.8
1681,Nebraska,Morrill County,49,13.4
1682,Nebraska,Nance County,51,29.6
1683,Nebraska,Nemaha County,53,31.5
1684,Nebraska,Nuckolls County,53,29.7
1685,Nebraska,Otoe County,52,33.7
1686,Nebraska,Pawnee County,53,30.1
1687,Nebraska,Perkins County,51,17.4
1688,Nebraska,Phelps County,52,28.7
1689,Nebraska,Pierce County,50,29.8
1690,Nebraska,Platte County,51,30.1
1691,Nebraska,Polk County,52,35.2
1692,Nebraska,Red Willow County,53,18.0
1693,Nebraska,Richardson County,54,33.3
1694,Nebraska,Rock County,50,21.0
1695,Nebraska,Saline County,52,30.9
1696,Nebraska,Sarpy County,52,36.5
1697,Nebraska,Saunders County,52,35.3
1698,Nebraska,Scotts Bluff County,49,11.4
1699,Nebraska,Seward County,52,32.5
1700,Nebraska,Sheridan County,49,17.9
1701,Nebraska,Sherman County,51,24.0
1702,Nebraska,Sioux County,47,12.6
1703,Nebraska,Stanton County,51,30.0
1704,Nebraska,Thayer County,53,28.1
1705,Nebraska,Thomas County,50,25.9
1706,Nebraska,Thurston County,50,28.6
1707,Nebraska,Valley County,50,24.4
1708,Nebraska,Washington County,52,36.8
1709,Nebraska,Wayne County,50,28.0
1710,Nebraska,Webster County,53,32.1
1711,Nebraska,Wheeler County,50,25.0
1712,Nebraska,York County,52,32.1
1713,Nevada,Churchill County,53,6.4
1714,Nevada,Clark County,65,3.4
1715,Nevada,Douglas County,50,13.5
1716,Nevada,Elko County,46,12.2
1717,Nevada,Esmeralda County,54,3.9
1718,Nevada,Eureka County,47,11.2
1719,Nevada,Humboldt County,50,12.0
1720,Nevada,Lander County,49,10.3
1721,Nevada,Lincoln County,56,6.4
1722,Nevada,Lyon County,52,7.5
1723,Nevada,Mineral County,52,6.3
1724,Nevada,Nye County,53,5.4
1725,Nevada,Pershing County,52,10.2
1726,Nevada,Storey County,52,9.4
1727,Nevada,Washoe County,50,10.5
1728,Nevada,White Pine County,47,10.8
1729,Nevada,Carson City,51,10.8
1730,New Hampshire,Belknap County,47,47.9
1731,New Hampshire,Carroll County,45,45.9
1732,New Hampshire,Cheshire County,47,58.3
1733,New Hampshire,Coos County,42,38.3
1734,New Hampshire,Grafton County,44,43.0
1735,New Hampshire,Hillsborough County,49,56.0
1736,New Hampshire,Merrimack County,47,49.0
1737,New Hampshire,Rockingham County,49,54.2
1738,New Hampshire,Strafford County,48,52.0
1739,New Hampshire,Sullivan County,46,49.3
1740,New Jersey,Atlantic County,56,53.2
1741,New Jersey,Bergen County,55,59.3
1742,New Jersey,Burlington County,56,54.8
1743,New Jersey,Camden County,56,53.2
1744,New Jersey,Cape May County,57,50.3
1745,New Jersey,Cumberland County,57,48.2
1746,New Jersey,Essex County,55,60.0
1747,New Jersey,Gloucester County,57,51.3
1748,New Jersey,Hudson County,57,61.0
1749,New Jersey,Hunterdon County,53,58.8
1750,New Jersey,Mercer County,55,56.2
1751,New Jersey,Middlesex County,56,57.2
1752,New Jersey,Monmouth County,56,57.3
1753,New Jersey,Morris County,52,58.1
1754,New Jersey,Ocean County,56,56.8
1755,New Jersey,Passaic County,53,54.0
1756,New Jersey,Salem County,57,48.9
1757,New Jersey,Somerset County,54,57.9
1758,New Jersey,Sussex County,50,53.4
1759,New Jersey,Union County,56,59.0
1760,New Jersey,Warren County,51,60.7
1761,New Mexico,Bernalillo County,54,7.6
1762,New Mexico,Catron County,49,14.2
1763,New Mexico,Chaves County,60,14.1
1764,New Mexico,Cibola County,49,11.8
1765,New Mexico,Colfax County,47,16.6
1766,New Mexico,Curry County,57,15.9
1767,New Mexico,De Baca County,59,13.0
1768,New Mexico,Dona Ana County,62,7.5
1769,New Mexico,Eddy County,62,14.0
1770,New Mexico,Grant County,57,15.0
1771,New Mexico,Guadalupe County,56,13.0
1772,New Mexico,Harding County,54,12.6
1773,New Mexico,Hidalgo County,60,12.1
1774,New Mexico,Lea County,60,13.0
1775,New Mexico,Lincoln County,55,13.0
1776,New Mexico,Los Alamos County,48,12.6
1777,New Mexico,Luna County,61,9.4
1778,New Mexico,McKinley County,50,9.9
1779,New Mexico,Mora County,48,18.6
1780,New Mexico,Otero County,58,13.6
1781,New Mexico,Quay County,57,14.0
1782,New Mexico,Rio Arriba County,47,13.7
1783,New Mexico,Roosevelt County,58,16.6
1784,New Mexico,Sandoval County,51,8.7
1785,New Mexico,San Juan County,52,7.0
1786,New Mexico,San Miguel County,53,14.0
1787,New Mexico,Santa Fe County,50,11.3
1788,New Mexico,Sierra County,58,9.9
1789,New Mexico,Socorro County,55,10.1
1790,New Mexico,Taos County,44,17.8
1791,New Mexico,Torrance County,51,10.7
1792,New Mexico,Union County,52,12.0
1793,New Mexico,Valencia County,56,7.2
1794,New York,Albany County,49,48.0
1795,New York,Allegany County,48,45.0
1796,New York,Bronx County,56,57.0
1797,New York,Broome County,48,53.7
1798,New York,Cattaraugus County,48,46.9
1799,New York,Cayuga County,49,48.0
1800,New York,Chautauqua County,49,47.0
1801,New York,Chemung County,49,47.4
1802,New York,Chenango County,47,52.7
1803,New York,Clinton County,45,33.2
1804,New York,Columbia County,50,52.7
1805,New York,Cortland County,47,53.0
1806,New York,Delaware County,46,50.0
1807,New York,Dutchess County,51,51.5
1808,New York,Erie County,50,42.8
1809,New York,Essex County,43,44.6
1810,New York,Franklin County,44,38.8
1811,New York,Fulton County,46,54.4
1812,New York,Genesee County,49,40.9
1813,New York,Greene County,48,54.2
1814,New York,Hamilton County,42,54.1
1815,New York,Herkimer County,44,54.2
1816,New York,Jefferson County,47,45.6
1817,New York,Kings County,57,58.7
1818,New York,Lewis County,45,52.4
1819,New York,Livingston County,49,40.3
1820,New York,Madison County,47,49.8
1821,New York,Monroe County,50,38.2
1822,New York,Montgomery County,48,47.9
1823,New York,Nassau County,55,51.7
1824,New York,New York County,57,60.1
1825,New York,Niagara County,50,36.0
1826,New York,Oneida County,47,52.5
1827,New York,Onondaga County,49,47.9
1828,New York,Ontario County,49,41.6
1829,New York,Orange County,51,52.0
1830,New York,Orleans County,50,41.0
1831,New York,Oswego County,48,47.0
1832,New York,Otsego County,46,51.7
1833,New York,Putnam County,52,50.6
1834,New York,Queens County,56,56.0
1835,New York,Rensselaer County,49,50.0
1836,New York,Richmond County,57,59.0
1837,New York,Rockland County,53,53.1
1838,New York,St. Lawrence County,46,39.6
1839,New York,Saratoga County,48,50.1
1840,New York,Schenectady County,48,46.7
1841,New York,Schoharie County,47,47.9
1842,New York,Schuyler County,48,46.0
1843,New York,Seneca County,49,43.7
1844,New York,Steuben County,48,45.0
1845,New York,Suffolk County,54,51.0
1846,New York,Sullivan County,48,60.0
1847,New York,Tioga County,48,51.0
1848,New York,Tompkins County,48,49.9
1849,New York,Ulster County,49,60.4
1850,New York,Warren County,45,49.1
1851,New York,Washington County,47,43.6
1852,New York,Wayne County,49,37.3
1853,New York,Westchester County,54,52.1
1854,New York,Wyoming County,48,42.4
1855,New York,Yates County,49,43.4
1856,North Carolina,Alamance County,59,49.2
1857,North Carolina,Alexander County,58,45.9
1858,North Carolina,Alleghany County,52,56.2
1859,North Carolina,Anson County,62,42.7
1860,North Carolina,Ashe County,51,54.0
1861,North Carolina,Avery County,50,57.9
1862,North Carolina,Beaufort County,62,60.7
1863,North Carolina,Bertie County,61,59.7
1864,North Carolina,Bladen County,63,51.8
1865,North Carolina,Brunswick County,64,56.9
1866,North Carolina,Buncombe County,54,53.4
1867,North Carolina,Burke County,58,50.0
1868,North Carolina,Cabarrus County,60,45.1
1869,North Carolina,Caldwell County,57,52.6
1870,North Carolina,Camden County,61,58.9
1871,North Carolina,Carteret County,63,62.7
1872,North Carolina,Caswell County,59,45.6
1873,North Carolina,Catawba County,59,46.1
1874,North Carolina,Chatham County,60,49.0
1875,North Carolina,Cherokee County,56,70.8
1876,North Carolina,Chowan County,62,60.1
1877,North Carolina,Clay County,55,69.2
1878,North Carolina,Cleveland County,59,46.1
1879,North Carolina,Columbus County,63,53.9
1880,North Carolina,Craven County,62,60.8
1881,North Carolina,Cumberland County,62,50.6
1882,North Carolina,Currituck County,61,56.6
1883,North Carolina,Dare County,62,56.8
1884,North Carolina,Davidson County,59,47.9
1885,North Carolina,Davie County,59,46.9
1886,North Carolina,Duplin County,61,57.3
1887,North Carolina,Durham County,59,50.2
1888,North Carolina,Edgecombe County,61,57.2
1889,North Carolina,Forsyth County,58,49.8
1890,North Carolina,Franklin County,60,52.0
1891,North Carolina,Gaston County,60,44.0
1892,North Carolina,Gates County,60,60.0
1893,North Carolina,Graham County,54,70.8
1894,North Carolina,Granville County,59,51.7
1895,North Carolina,Greene County,61,62.9
1896,North Carolina,Guilford County,59,50.1
1897,North Carolina,Halifax County,60,55.5
1898,North Carolina,Harnett County,61,52.4
1899,North Carolina,Haywood County,51,63.8
1900,North Carolina,Henderson County,55,60.2
1901,North Carolina,Hertford County,60,58.2
1902,North Carolina,Hoke County,62,49.6
1903,North Carolina,Hyde County,63,61.3
1904,North Carolina,Iredell County,59,46.4
1905,North Carolina,Jackson County,52,72.2
1906,North Carolina,Johnston County,61,56.9
1907,North Carolina,Jones County,62,59.3
1908,North Carolina,Lee County,61,50.0
1909,North Carolina,Lenoir County,61,61.5
1910,North Carolina,Lincoln County,60,44.5
1911,North Carolina,McDowell County,57,58.6
1912,North Carolina,Macon County,54,71.9
1913,North Carolina,Madison County,55,51.4
1914,North Carolina,Martin County,61,60.7
1915,North Carolina,Mecklenburg County,61,41.8
1916,North Carolina,Mitchell County,52,55.4
1917,North Carolina,Montgomery County,61,53.4
1918,North Carolina,Moore County,61,51.4
1919,North Carolina,Nash County,60,55.4
1920,North Carolina,New Hanover County,64,59.0
1921,North Carolina,Northampton County,60,56.1
1922,North Carolina,Onslow County,62,56.6
1923,North Carolina,Orange County,59,50.0
1924,North Carolina,Pamlico County,63,60.8
1925,North Carolina,Pasquotank County,61,59.3
1926,North Carolina,Pender County,63,58.2
1927,North Carolina,Perquimans County,61,59.9
1928,North Carolina,Person County,58,47.2
1929,North Carolina,Pitt County,62,62.7
1930,North Carolina,Polk County,59,53.7
1931,North Carolina,Randolph County,60,51.0
1932,North Carolina,Richmond County,62,47.5
1933,North Carolina,Robeson County,63,48.0
1934,North Carolina,Rockingham County,59,48.4
1935,North Carolina,Rowan County,59,42.8
1936,North Carolina,Rutherford County,59,48.8
1937,North Carolina,Sampson County,62,55.0
1938,North Carolina,Scotland County,63,46.2
1939,North Carolina,Stanly County,61,48.0
1940,North Carolina,Stokes County,58,51.4
1941,North Carolina,Surry County,57,52.5
1942,North Carolina,Swain County,52,68.6
1943,North Carolina,Transylvania County,54,75.1
1944,North Carolina,Tyrrell County,62,59.0
1945,North Carolina,Union County,61,35.0
1946,North Carolina,Vance County,59,53.8
1947,North Carolina,Wake County,60,51.7
1948,North Carolina,Warren County,60,53.1
1949,North Carolina,Washington County,62,61.0
1950,North Carolina,Watauga County,51,56.1
1951,North Carolina,Wayne County,61,60.3
1952,North Carolina,Wilkes County,57,49.7
1953,North Carolina,Wilson County,61,61.8
1954,North Carolina,Yadkin County,58,50.6
1955,North Carolina,Yancey County,52,56.5
1956,North Dakota,Adams County,46,14.7
1957,North Dakota,Barnes County,44,17.5
1958,North Dakota,Benson County,43,13.6
1959,North Dakota,Billings County,45,11.2
1960,North Dakota,Bottineau County,42,13.2
1961,North Dakota,Bowman County,46,12.4
1962,North Dakota,Burke County,41,14.1
1963,North Dakota,Burleigh County,45,13.7
1964,North Dakota,Cass County,44,16.4
1965,North Dakota,Cavalier County,41,15.7
1966,North Dakota,Dickey County,45,19.9
1967,North Dakota,Divide County,42,11.2
1968,North Dakota,Dunn County,45,12.3
1969,North Dakota,Eddy County,43,12.9
1970,North Dakota,Emmons County,46,14.7
1971,North Dakota,Foster County,43,13.3
1972,North Dakota,Golden Valley County,45,10.3
1973,North Dakota,Grand Forks County,43,15.9
1974,North Dakota,Grant County,45,14.4
1975,North Dakota,Griggs County,43,14.3
1976,North Dakota,Hettinger County,45,13.9
1977,North Dakota,Kidder County,44,15.1
1978,North Dakota,LaMoure County,45,19.8
1979,North Dakota,Logan County,45,16.4
1980,North Dakota,McHenry County,44,13.1
1981,North Dakota,McIntosh County,45,14.7
1982,North Dakota,McKenzie County,45,10.0
1983,North Dakota,McLean County,45,12.6
1984,North Dakota,Mercer County,45,13.7
1985,North Dakota,Morton County,45,13.0
1986,North Dakota,Mountrail County,43,14.0
1987,North Dakota,Nelson County,42,14.4
1988,North Dakota,Oliver County,45,13.4
1989,North Dakota,Pembina County,43,16.3
1990,North Dakota,Pierce County,43,14.7
1991,North Dakota,Ramsey County,42,13.5
1992,North Dakota,Ransom County,45,18.9
1993,North Dakota,Renville County,43,13.0
1994,North Dakota,Richland County,46,21.2
1995,North Dakota,Rolette County,41,13.5
1996,North Dakota,Sargent County,45,20.2
1997,North Dakota,Sheridan County,44,14.6
1998,North Dakota,Sioux County,46,15.2
1999,North Dakota,Slope County,46,11.7
2000,North Dakota,Stark County,45,13.6
2001,North Dakota,Steele County,43,15.2
2002,North Dakota,Stutsman County,44,15.0
2003,North Dakota,Towner County,41,13.6
2004,North Dakota,Traill County,44,16.0
2005,North Dakota,Walsh County,43,15.6
2006,North Dakota,Ward County,44,12.5
2007,North Dakota,Wells County,43,14.8
2008,North Dakota,Williams County,43,10.8
2009,Ohio,Adams County,54,49.8
2010,Ohio,Allen County,53,39.5
2011,Ohio,Ashland County,52,37.3
2012,Ohio,Ashtabula County,51,39.0
2013,Ohio,Athens County,54,41.7
2014,Ohio,Auglaize County,52,37.1
2015,Ohio,Belmont County,52,43.0
2016,Ohio,Brown County,54,48.3
2017,Ohio,Butler County,54,43.7
2018,Ohio,Carroll County,52,38.7
2019,Ohio,Champaign County,52,40.1
2020,Ohio,Clark County,53,41.0
2021,Ohio,Clermont County,54,46.0
2022,Ohio,Clinton County,53,44.1
2023,Ohio,Columbiana County,51,40.4
2024,Ohio,Coshocton County,52,39.8
2025,Ohio,Crawford County,52,36.9
2026,Ohio,Cuyahoga County,53,39.1
2027,Ohio,Darke County,53,41.6
2028,Ohio,Defiance County,52,41.3
2029,Ohio,Delaware County,52,39.8
2030,Ohio,Erie County,53,35.6
2031,Ohio,Fairfield County,53,38.3
2032,Ohio,Fayette County,53,40.5
2033,Ohio,Franklin County,53,41.2
2034,Ohio,Fulton County,52,40.6
2035,Ohio,Gallia County,54,45.8
2036,Ohio,Geauga County,51,41.1
2037,Ohio,Greene County,53,43.2
2038,Ohio,Guernsey County,53,38.5
2039,Ohio,Hamilton County,55,44.8
2040,Ohio,Hancock County,53,37.0
2041,Ohio,Hardin County,53,35.0
2042,Ohio,Harrison County,52,40.4
2043,Ohio,Henry County,52,41.4
2044,Ohio,Highland County,53,46.6
2045,Ohio,Hocking County,53,38.2
2046,Ohio,Holmes County,52,38.1
2047,Ohio,Huron County,52,38.0
2048,Ohio,Jackson County,54,44.1
2049,Ohio,Jefferson County,52,41.4
2050,Ohio,Knox County,51,42.0
2051,Ohio,Lake County,52,38.0
2052,Ohio,Lawrence County,55,48.0
2053,Ohio,Licking County,52,41.7
2054,Ohio,Logan County,52,38.3
2055,Ohio,Lorain County,52,39.6
2056,Ohio,Lucas County,53,37.8
2057,Ohio,Madison County,53,40.0
2058,Ohio,Mahoning County,52,41.0
2059,Ohio,Marion County,52,34.5
2060,Ohio,Medina County,52,38.0
2061,Ohio,Meigs County,53,45.0
2062,Ohio,Mercer County,52,38.0
2063,Ohio,Miami County,54,39.8
2064,Ohio,Monroe County,53,43.0
2065,Ohio,Montgomery County,54,42.4
2066,Ohio,Morgan County,53,41.3
2067,Ohio,Morrow County,52,39.3
2068,Ohio,Muskingum County,53,39.7
2069,Ohio,Noble County,53,40.0
2070,Ohio,Ottawa County,53,33.7
2071,Ohio,Paulding County,52,43.0
2072,Ohio,Perry County,53,41.0
2073,Ohio,Pickaway County,54,37.5
2074,Ohio,Pike County,54,46.1
2075,Ohio,Portage County,52,39.6
2076,Ohio,Preble County,52,42.5
2077,Ohio,Putnam County,53,40.4
2078,Ohio,Richland County,52,37.5
2079,Ohio,Ross County,54,41.0
2080,Ohio,Sandusky County,53,35.3
2081,Ohio,Scioto County,54,47.4
2082,Ohio,Seneca County,52,36.0
2083,Ohio,Shelby County,52,37.0
2084,Ohio,Stark County,53,37.6
2085,Ohio,Summit County,53,35.4
2086,Ohio,Trumbull County,51,42.2
2087,Ohio,Tuscarawas County,52,37.2
2088,Ohio,Union County,52,36.4
2089,Ohio,Van Wert County,52,40.6
2090,Ohio,Vinton County,53,42.0
2091,Ohio,Warren County,54,44.0
2092,Ohio,Washington County,54,41.7
2093,Ohio,Wayne County,52,35.0
2094,Ohio,Williams County,51,40.6
2095,Ohio,Wood County,53,37.7
2096,Ohio,Wyandot County,53,36.9
2097,Oklahoma,Adair County,59,49.0
2098,Oklahoma,Alfalfa County,59,24.0
2099,Oklahoma,Atoka County,62,41.0
2100,Oklahoma,Beaver County,57,18.6
2101,Oklahoma,Beckham County,60,24.3
2102,Oklahoma,Blaine County,59,30.0
2103,Oklahoma,Bryan County,63,40.3
2104,Oklahoma,Caddo County,60,32.4
2105,Oklahoma,Canadian County,60,36.1
2106,Oklahoma,Carter County,62,34.4
2107,Oklahoma,Cherokee County,59,50.2
2108,Oklahoma,Choctaw County,62,47.0
2109,Oklahoma,Cimarron County,54,13.0
2110,Oklahoma,Cleveland County,60,36.4
