,State,County,Temperature,Precipitation,Avg Condition,Target,Nitrogen,Phosphorus,Potasium,pH,Humidity
1638,Nebraska,Colfax County,11,198.0,104.5,apple,33.0,143.0,204.0,92.0,5.8
1639,Nebraska,Cuming County,10,205.0,107.5,apple,33.0,143.0,204.0,92.0,5.8
1640,Nebraska,Custer County,10,142.25,76.125,apple,33.0,143.0,204.0,92.0,5.8
1641,Nebraska,Dakota County,10,152.5,81.25,apple,33.0,143.0,204.0,92.0,5.8
1642,Nebraska,Dawes County,9,86.25,47.625,apple,33.0,143.0,204.0,92.0,5.8
1643,Nebraska,Dawson County,11,153.0,82.0,apple,33.0,143.0,204.0,92.0,5.8
1644,Nebraska,Deuel County,10,109.25,59.625,apple,33.0,143.0,204.0,92.0,5.8
1645,Nebraska,Dixon County,9,149.75,79.375,apple,33.0,143.0,204.0,92.0,5.8
1646,Nebraska,Dodge County,11,219.0,115.0,apple,33.0,143.0,204.0,92.0,5.8
1647,Nebraska,Douglas County,11,235.5,123.25,apple,33.0,143.0,204.0,92.0,5.8
1648,Nebraska,Dundy County,12,96.5,54.25,apple,33.0,143.0,204.0,92.0,5.8
1649,Nebraska,Fillmore County,11,177.75,94.375,apple,33.0,143.0,204.0,92.0,5.8
1650,Nebraska,Franklin County,12,188.5,100.25,apple,33.0,143.0,204.0,92.0,5.8
1651,Nebraska,Frontier County,11,141.5,76.25,apple,33.0,143.0,204.0,92.0,5.8
1652,Nebraska,Furnas County,11,158.75,84.875,apple,33.0,143.0,204.0,92.0,5.8
1653,Nebraska,Gage County,12,181.0,96.5,apple,33.0,143.0,204.0,92.0,5.8
1654,Nebraska,Garden County,9,104.25,56.625,apple,33.0,143.0,204.0,92.0,5.8
1655,Nebraska,Garfield County,9,151.25,80.125,apple,33.0,143.0,204.0,92.0,5.8
1656,Nebraska,Gosper County,11,162.0,86.5,apple,33.0,143.0,204.0,92.0,5.8
1657,Nebraska,Grant County,9,130.75,69.875,apple,33.0,143.0,204.0,92.0,5.8
1658,Nebraska,Greeley County,10,170.25,90.125,apple,33.0,143.0,204.0,92.0,5.8
1659,Nebraska,Hall County,11,189.25,100.125,apple,33.0,143.0,204.0,92.0,5.8
1660,Nebraska,Hamilton County,11,198.75,104.875,apple,33.0,143.0,204.0,92.0,5.8
1661,Nebraska,Harlan County,12,179.75,95.875,apple,33.0,143.0,204.0,92.0,5.8
1662,Nebraska,Hayes County,11,101.5,56.25,apple,33.0,143.0,204.0,92.0,5.8
1663,Nebraska,Hitchcock County,11,92.0,51.5,apple,33.0,143.0,204.0,92.0,5.8
1664,Nebraska,Holt County,10,140.25,75.125,apple,33.0,143.0,204.0,92.0,5.8
1665,Nebraska,Hooker County,9,139.0,74.0,apple,33.0,143.0,204.0,92.0,5.8
1666,Nebraska,Howard County,11,181.5,96.25,apple,33.0,143.0,204.0,92.0,5.8
1667,Nebraska,Jefferson County,12,181.0,96.5,apple,33.0,143.0,204.0,92.0,5.8
1668,Nebraska,Johnson County,12,196.75,104.375,apple,33.0,143.0,204.0,92.0,5.8
1669,Nebraska,Kearney County,11,192.5,101.75,apple,33.0,143.0,204.0,92.0,5.8
1670,Nebraska,Keith County,11,123.75,67.375,apple,33.0,143.0,204.0,92.0,5.8
1671,Nebraska,Keya Paha County,10,134.0,72.0,apple,33.0,143.0,204.0,92.0,5.8
1672,Nebraska,Kimball County,9,82.5,45.75,apple,33.0,143.0,204.0,92.0,5.8
1673,Nebraska,Knox County,10,149.25,79.625,apple,33.0,143.0,204.0,92.0,5.8
1674,Nebraska,Lancaster County,11,202.0,106.5,apple,33.0,143.0,204.0,92.0,5.8
1675,Nebraska,Lincoln County,11,136.5,73.75,apple,33.0,143.0,204.0,92.0,5.8
1676,Nebraska,Logan County,10,136.0,73.0,apple,33.0,143.0,204.0,92.0,5.8
1677,Nebraska,Loup County,9,125.75,67.375,apple,33.0,143.0,204.0,92.0,5.8
1678,Nebraska,McPherson County,9,130.75,69.875,apple,33.0,143.0,204.0,92.0,5.8
1679,Nebraska,Madison County,10,185.5,97.75,apple,33.0,143.0,204.0,92.0,5.8
1680,Nebraska,Merrick County,11,202.0,106.5,apple,33.0,143.0,204.0,92.0,5.8
1681,Nebraska,Morrill County,9,85.0,47.0,apple,33.0,143.0,204.0,92.0,5.8
1682,Nebraska,Nance County,11,188.0,99.5,apple,33.0,143.0,204.0,92.0,5.8
1683,Nebraska,Nemaha County,12,200.0,106.0,apple,33.0,143.0,204.0,92.0,5.8
1684,Nebraska,Nuckolls County,12,188.5,100.25,apple,33.0,143.0,204.0,92.0,5.8
1685,Nebraska,Otoe County,11,214.0,112.5,apple,33.0,143.0,204.0,92.0,5.8
1686,Nebraska,Pawnee County,12,191.25,101.625,apple,33.0,143.0,204.0,92.0,5.8
1687,Nebraska,Perkins County,11,110.5,60.75,apple,33.0,143.0,204.0,92.0,5.8
1688,Nebraska,Phelps County,11,182.25,96.625,apple,33.0,143.0,204.0,92.0,5.8
1689,Nebraska,Pierce County,10,189.25,99.625,apple,33.0,143.0,204.0,92.0,5.8
1690,Nebraska,Platte County,11,191.25,101.125,apple,33.0,143.0,204.0,92.0,5.8
1691,Nebraska,Polk County,11,223.5,117.25,apple,33.0,143.0,204.0,92.0,5.8
1692,Nebraska,Red Willow County,12,114.25,63.125,apple,33.0,143.0,204.0,92.0,5.8
1693,Nebraska,Richardson County,12,211.5,111.75,apple,33.0,143.0,204.0,92.0,5.8
1694,Nebraska,Rock County,10,133.25,71.625,apple,33.0,143.0,204.0,92.0,5.8
1695,Nebraska,Saline County,11,196.25,103.625,apple,33.0,143.0,204.0,92.0,5.8
1696,Nebraska,Sarpy County,11,231.75,121.375,apple,33.0,143.0,204.0,92.0,5.8
1697,Nebraska,Saunders County,11,224.25,117.625,apple,33.0,143.0,204.0,92.0,5.8
1698,Nebraska,Scotts Bluff County,9,72.5,40.75,apple,33.0,143.0,204.0,92.0,5.8
1699,Nebraska,Seward County,11,206.5,108.75,apple,33.0,143.0,204.0,92.0,5.8
1700,Nebraska,Sheridan County,9,113.75,61.375,apple,33.0,143.0,204.0,92.0,5.8
1701,Nebraska,Sherman County,11,152.5,81.75,apple,33.0,143.0,204.0,92.0,5.8
1702,Nebraska,Sioux County,8,80.0,44.0,apple,33.0,143.0,204.0,92.0,5.8
1703,Nebraska,Stanton County,11,190.5,100.75,apple,33.0,143.0,204.0,92.0,5.8
1704,Nebraska,Thayer County,12,178.5,95.25,apple,33.0,143.0,204.0,92.0,5.8
1705,Nebraska,Thomas County,10,164.5,87.25,apple,33.0,143.0,204.0,92.0,5.8
1706,Nebraska,Thurston County,10,181.5,95.75,apple,33.0,143.0,204.0,92.0,5.8
1707,Nebraska,Valley County,10,155.0,82.5,apple,33.0,143.0,204.0,92.0,5.8
1708,Nebraska,Washington County,11,233.75,122.375,apple,33.0,143.0,204.0,92.0,5.8
1709,Nebraska,Wayne County,10,177.75,93.875,apple,33.0,143.0,204.0,92.0,5.8
1710,Nebraska,Webster County,12,203.75,107.875,apple,33.0,143.0,204.0,92.0,5.8
1711,Nebraska,Wheeler County,10,158.75,84.375,apple,33.0,143.0,204.0,92.0,5.8
1712,Nebraska,York County,11,203.75,107.375,apple,33.0,143.0,204.0,92.0,5.8
1713,Nevada,Churchill County,12,40.75,26.375,apple,33.0,143.0,204.0,92.0,5.8
1714,Nevada,Clark County,18,21.5,19.75,apple,33.0,143.0,204.0,92.0,5.8
1715,Nevada,Douglas County,10,85.75,47.875,apple,33.0,143.0,204.0,92.0,5.8
1716,Nevada,Elko County,8,77.5,42.75,apple,33.0,143.0,204.0,92.0,5.8
1717,Nevada,Esmeralda County,12,24.75,18.375,apple,33.0,143.0,204.0,92.0,5.8
1718,Nevada,Eureka County,8,71.0,39.5,apple,33.0,143.0,204.0,92.0,5.8
1719,Nevada,Humboldt County,10,76.25,43.125,apple,33.0,143.0,204.0,92.0,5.8
1720,Nevada,Lander County,9,65.5,37.25,apple,33.0,143.0,204.0,92.0,5.8
1721,Nevada,Lincoln County,13,40.75,26.875,apple,33.0,143.0,204.0,92.0,5.8
1722,Nevada,Lyon County,11,47.5,29.25,apple,33.0,143.0,204.0,92.0,5.8
1723,Nevada,Mineral County,11,40.0,25.5,apple,33.0,143.0,204.0,92.0,5.8
1724,Nevada,Nye County,12,34.25,23.125,apple,33.0,143.0,204.0,92.0,5.8
1725,Nevada,Pershing County,11,64.75,37.875,apple,33.0,143.0,204.0,92.0,5.8
1726,Nevada,Storey County,11,59.75,35.375,apple,33.0,143.0,204.0,92.0,5.8
1727,Nevada,Washoe County,10,66.75,38.375,apple,33.0,143.0,204.0,92.0,5.8
1728,Nevada,White Pine County,8,68.5,38.25,apple,33.0,143.0,204.0,92.0,5.8
1729,Nevada,Carson City,11,68.5,39.75,apple,33.0,143.0,204.0,92.0,5.8
1730,New Hampshire,Belknap County,8,304.25,156.125,coconut,40.0,22.0,29.0,100.0,5.7
1731,New Hampshire,Carroll County,7,291.5,149.25,coconut,40.0,22.0,29.0,100.0,5.7
1732,New Hampshire,Cheshire County,8,370.25,189.125,rice,97.0,59.0,43.0,84.0,6.3
1733,New Hampshire,Coos County,6,243.25,124.625,apple,33.0,143.0,204.0,92.0,5.8
1734,New Hampshire,Grafton County,7,273.0,140.0,apple,33.0,143.0,204.0,92.0,5.8
1735,New Hampshire,Hillsborough County,9,355.5,182.25,coffee,91.0,21.0,26.0,57.4,7.3
1736,New Hampshire,Merrimack County,8,311.25,159.625,coconut,40.0,22.0,29.0,100.0,5.7
1737,New Hampshire,Rockingham County,9,344.25,176.625,coffee,91.0,21.0,26.0,57.4,7.3
1738,New Hampshire,Strafford County,9,330.25,169.625,coconut,40.0,22.0,29.0,100.0,5.7
1739,New Hampshire,Sullivan County,8,313.0,160.5,coconut,40.0,22.0,29.0,100.0,5.7
1740,New Jersey,Atlantic County,13,337.75,175.375,coconut,40.0,22.0,29.0,100.0,5.7
1741,New Jersey,Bergen County,13,376.5,194.75,rice,97.0,59.0,43.0,84.0,6.3
1742,New Jersey,Burlington County,13,348.0,180.5,coffee,91.0,21.0,26.0,57.4,7.3
1743,New Jersey,Camden County,13,337.75,175.375,coconut,40.0,22.0,29.0,100.0,5.7
1744,New Jersey,Cape May County,14,319.5,166.75,coconut,40.0,22.0,29.0,100.0,5.7
1745,New Jersey,Cumberland County,14,306.0,160.0,coconut,40.0,22.0,29.0,100.0,5.7
1746,New Jersey,Essex County,13,381.0,197.0,rice,97.0,59.0,43.0,84.0,6.3
1747,New Jersey,Gloucester County,14,325.75,169.875,coconut,40.0,22.0,29.0,100.0,5.7
1748,New Jersey,Hudson County,14,387.25,200.625,rice,97.0,59.0,43.0,84.0,6.3
1749,New Jersey,Hunterdon County,12,373.5,192.75,rice,97.0,59.0,43.0,84.0,6.3
1750,New Jersey,Mercer County,13,356.75,184.875,rice,97.0,59.0,43.0,84.0,6.3
1751,New Jersey,Middlesex County,13,363.25,188.125,rice,97.0,59.0,43.0,84.0,6.3
1752,New Jersey,Monmouth County,13,363.75,188.375,rice,97.0,59.0,43.0,84.0,6.3
1753,New Jersey,Morris County,11,369.0,190.0,rice,97.0,59.0,43.0,84.0,6.3
1754,New Jersey,Ocean County,13,360.75,186.875,rice,97.0,59.0,43.0,84.0,6.3
1755,New Jersey,Passaic County,12,343.0,177.5,coffee,91.0,21.0,26.0,57.4,7.3
1756,New Jersey,Salem County,14,310.5,162.25,coconut,40.0,22.0,29.0,100.0,5.7
1757,New Jersey,Somerset County,12,367.75,189.875,rice,97.0,59.0,43.0,84.0,6.3
1758,New Jersey,Sussex County,10,339.0,174.5,coconut,40.0,22.0,29.0,100.0,5.7
1759,New Jersey,Union County,13,374.75,193.875,rice,97.0,59.0,43.0,84.0,6.3
1760,New Jersey,Warren County,11,385.5,198.25,rice,97.0,59.0,43.0,84.0,6.3
1761,New Mexico,Bernalillo County,12,48.25,30.125,apple,33.0,143.0,204.0,92.0,5.8
1762,New Mexico,Catron County,9,90.25,49.625,apple,33.0,143.0,204.0,92.0,5.8
1763,New Mexico,Chaves County,16,89.5,52.75,apple,33.0,143.0,204.0,92.0,5.8
1764,New Mexico,Cibola County,9,75.0,42.0,apple,33.0,143.0,204.0,92.0,5.8
1765,New Mexico,Colfax County,8,105.5,56.75,apple,33.0,143.0,204.0,92.0,5.8
1766,New Mexico,Curry County,14,101.0,57.5,apple,33.0,143.0,204.0,92.0,5.8
1767,New Mexico,De Baca County,15,82.5,48.75,apple,33.0,143.0,204.0,92.0,5.8
1768,New Mexico,Dona Ana County,17,47.5,32.25,apple,33.0,143.0,204.0,92.0,5.8
1769,New Mexico,Eddy County,17,89.0,53.0,apple,33.0,143.0,204.0,92.0,5.8
1770,New Mexico,Grant County,14,95.25,54.625,apple,33.0,143.0,204.0,92.0,5.8
1771,New Mexico,Guadalupe County,13,82.5,47.75,apple,33.0,143.0,204.0,92.0,5.8
1772,New Mexico,Harding County,12,80.0,46.0,apple,33.0,143.0,204.0,92.0,5.8
1773,New Mexico,Hidalgo County,16,76.75,46.375,apple,33.0,143.0,204.0,92.0,5.8
1774,New Mexico,Lea County,16,82.5,49.25,apple,33.0,143.0,204.0,92.0,5.8
1775,New Mexico,Lincoln County,13,82.5,47.75,apple,33.0,143.0,204.0,92.0,5.8
1776,New Mexico,Los Alamos County,9,80.0,44.5,apple,33.0,143.0,204.0,92.0,5.8
1777,New Mexico,Luna County,16,59.75,37.875,apple,33.0,143.0,204.0,92.0,5.8
1778,New Mexico,McKinley County,10,62.75,36.375,apple,33.0,143.0,204.0,92.0,5.8
1779,New Mexico,Mora County,9,118.0,63.5,apple,33.0,143.0,204.0,92.0,5.8
1780,New Mexico,Otero County,14,86.25,50.125,apple,33.0,143.0,204.0,92.0,5.8
1781,New Mexico,Quay County,14,89.0,51.5,apple,33.0,143.0,204.0,92.0,5.8
1782,New Mexico,Rio Arriba County,8,87.0,47.5,apple,33.0,143.0,204.0,92.0,5.8
1783,New Mexico,Roosevelt County,14,105.5,59.75,apple,33.0,143.0,204.0,92.0,5.8
1784,New Mexico,Sandoval County,11,55.25,33.125,apple,33.0,143.0,204.0,92.0,5.8
1785,New Mexico,San Juan County,11,44.5,27.75,apple,33.0,143.0,204.0,92.0,5.8
1786,New Mexico,San Miguel County,12,89.0,50.5,apple,33.0,143.0,204.0,92.0,5.8
1787,New Mexico,Santa Fe County,10,71.75,40.875,apple,33.0,143.0,204.0,92.0,5.8
1788,New Mexico,Sierra County,14,62.75,38.375,apple,33.0,143.0,204.0,92.0,5.8
1789,New Mexico,Socorro County,13,64.25,38.625,apple,33.0,143.0,204.0,92.0,5.8
1790,New Mexico,Taos County,7,113.0,60.0,apple,33.0,143.0,204.0,92.0,5.8
1791,New Mexico,Torrance County,11,68.0,39.5,apple,33.0,143.0,204.0,92.0,5.8
1792,New Mexico,Union County,11,76.25,43.625,apple,33.0,143.0,204.0,92.0,5.8
1793,New Mexico,Valencia County,13,45.75,29.375,apple,33.0,143.0,204.0,92.0,5.8
1794,New York,Albany County,9,304.75,156.875,coconut,40.0,22.0,29.0,100.0,5.7
1795,New York,Allegany County,9,285.75,147.375,coconut,40.0,22.0,29.0,100.0,5.7
1796,New York,Bronx County,13,362.0,187.5,rice,97.0,59.0,43.0,84.0,6.3
1797,New York,Broome County,9,341.0,175.0,coconut,40.0,22.0,29.0,100.0,5.7
1798,New York,Cattaraugus County,9,297.75,153.375,coconut,40.0,22.0,29.0,100.0,5.7
1799,New York,Cayuga County,9,304.75,156.875,coconut,40.0,22.0,29.0,100.0,5.7
1800,New York,Chautauqua County,9,298.5,153.75,coconut,40.0,22.0,29.0,100.0,5.7
1801,New York,Chemung County,9,301.0,155.0,coconut,40.0,22.0,29.0,100.0,5.7
1802,New York,Chenango County,8,334.75,171.375,coconut,40.0,22.0,29.0,100.0,5.7
1803,New York,Clinton County,7,210.75,108.875,apple,33.0,143.0,204.0,92.0,5.8
1804,New York,Columbia County,10,334.75,172.375,coconut,40.0,22.0,29.0,100.0,5.7
1805,New York,Cortland County,8,336.5,172.25,coconut,40.0,22.0,29.0,100.0,5.7
1806,New York,Delaware County,8,317.5,162.75,coconut,40.0,22.0,29.0,100.0,5.7
1807,New York,Dutchess County,11,327.0,169.0,coconut,40.0,22.0,29.0,100.0,5.7
1808,New York,Erie County,10,271.75,140.875,apple,33.0,143.0,204.0,92.0,5.8
1809,New York,Essex County,6,283.25,144.625,apple,33.0,143.0,204.0,92.0,5.8
1810,New York,Franklin County,7,246.5,126.75,apple,33.0,143.0,204.0,92.0,5.8
1811,New York,Fulton County,8,345.5,176.75,coffee,91.0,21.0,26.0,57.4,7.3
1812,New York,Genesee County,9,259.75,134.375,apple,33.0,143.0,204.0,92.0,5.8
1813,New York,Greene County,9,344.25,176.625,coffee,91.0,21.0,26.0,57.4,7.3
1814,New York,Hamilton County,6,343.5,174.75,coconut,40.0,22.0,29.0,100.0,5.7
1815,New York,Herkimer County,7,344.25,175.625,coconut,40.0,22.0,29.0,100.0,5.7
1816,New York,Jefferson County,8,289.5,148.75,coconut,40.0,22.0,29.0,100.0,5.7
1817,New York,Kings County,14,372.75,193.375,rice,97.0,59.0,43.0,84.0,6.3
1818,New York,Lewis County,7,332.75,169.875,coconut,40.0,22.0,29.0,100.0,5.7
1819,New York,Livingston County,9,256.0,132.5,apple,33.0,143.0,204.0,92.0,5.8
1820,New York,Madison County,8,316.25,162.125,coconut,40.0,22.0,29.0,100.0,5.7
1821,New York,Monroe County,10,242.5,126.25,apple,33.0,143.0,204.0,92.0,5.8
1822,New York,Montgomery County,9,304.25,156.625,coconut,40.0,22.0,29.0,100.0,5.7
1823,New York,Nassau County,13,328.25,170.625,coconut,40.0,22.0,29.0,100.0,5.7
1824,New York,New York County,14,381.75,197.875,rice,97.0,59.0,43.0,84.0,6.3
1825,New York,Niagara County,10,228.5,119.25,apple,33.0,143.0,204.0,92.0,5.8
1826,New York,Oneida County,8,333.5,170.75,coconut,40.0,22.0,29.0,100.0,5.7
1827,New York,Onondaga County,9,304.25,156.625,coconut,40.0,22.0,29.0,100.0,5.7
1828,New York,Ontario County,9,264.25,136.625,apple,33.0,143.0,204.0,92.0,5.8
1829,New York,Orange County,11,330.25,170.625,coconut,40.0,22.0,29.0,100.0,5.7
1830,New York,Orleans County,10,260.25,135.125,apple,33.0,143.0,204.0,92.0,5.8
1831,New York,Oswego County,9,298.5,153.75,coconut,40.0,22.0,29.0,100.0,5.7
1832,New York,Otsego County,8,328.25,168.125,coconut,40.0,22.0,29.0,100.0,5.7
1833,New York,Putnam County,11,321.25,166.125,coconut,40.0,22.0,29.0,100.0,5.7
1834,New York,Queens County,13,355.5,184.25,rice,97.0,59.0,43.0,84.0,6.3
1835,New York,Rensselaer County,9,317.5,163.25,coconut,40.0,22.0,29.0,100.0,5.7
1836,New York,Richmond County,14,374.75,194.375,rice,97.0,59.0,43.0,84.0,6.3
1837,New York,Rockland County,12,337.25,174.625,coconut,40.0,22.0,29.0,100.0,5.7
1838,New York,St. Lawrence County,8,251.5,129.75,apple,33.0,143.0,204.0,92.0,5.8
1839,New York,Saratoga County,9,318.25,163.625,coconut,40.0,22.0,29.0,100.0,5.7
1840,New York,Schenectady County,9,296.5,152.75,coconut,40.0,22.0,29.0,100.0,5.7
1841,New York,Schoharie County,8,304.25,156.125,coconut,40.0,22.0,29.0,100.0,5.7
1842,New York,Schuyler County,9,292.0,150.5,coconut,40.0,22.0,29.0,100.0,5.7
1843,New York,Seneca County,9,277.5,143.25,apple,33.0,143.0,204.0,92.0,5.8
1844,New York,Steuben County,9,285.75,147.375,coconut,40.0,22.0,29.0,100.0,5.7
1845,New York,Suffolk County,12,323.75,167.875,coconut,40.0,22.0,29.0,100.0,5.7
1846,New York,Sullivan County,9,381.0,195.0,rice,97.0,59.0,43.0,84.0,6.3
1847,New York,Tioga County,9,323.75,166.375,coconut,40.0,22.0,29.0,100.0,5.7
1848,New York,Tompkins County,9,316.75,162.875,coconut,40.0,22.0,29.0,100.0,5.7
1849,New York,Ulster County,9,383.5,196.25,rice,97.0,59.0,43.0,84.0,6.3
1850,New York,Warren County,7,311.75,159.375,coconut,40.0,22.0,29.0,100.0,5.7
1851,New York,Washington County,8,276.75,142.375,apple,33.0,143.0,204.0,92.0,5.8
1852,New York,Wayne County,9,236.75,122.875,apple,33.0,143.0,204.0,92.0,5.8
1853,New York,Westchester County,12,330.75,171.375,coconut,40.0,22.0,29.0,100.0,5.7
1854,New York,Wyoming County,9,269.25,139.125,apple,33.0,143.0,204.0,92.0,5.8
1855,New York,Yates County,9,275.5,142.25,apple,33.0,143.0,204.0,92.0,5.8
1856,North Carolina,Alamance County,15,312.5,163.75,coconut,40.0,22.0,29.0,100.0,5.7
1857,North Carolina,Alexander County,14,291.5,152.75,coconut,40.0,22.0,29.0,100.0,5.7
1858,North Carolina,Alleghany County,11,356.75,183.875,coffee,91.0,21.0,26.0,57.4,7.3
1859,North Carolina,Anson County,17,271.25,144.125,apple,33.0,143.0,204.0,92.0,5.8
1860,North Carolina,Ashe County,11,343.0,177.0,coffee,91.0,21.0,26.0,57.4,7.3
1861,North Carolina,Avery County,10,367.75,188.875,rice,97.0,59.0,43.0,84.0,6.3
1862,North Carolina,Beaufort County,17,385.5,201.25,rice,97.0,59.0,43.0,84.0,6.3
1863,North Carolina,Bertie County,16,379.0,197.5,rice,97.0,59.0,43.0,84.0,6.3
1864,North Carolina,Bladen County,17,329.0,173.0,coconut,40.0,22.0,29.0,100.0,5.7
1865,North Carolina,Brunswick County,18,361.25,189.625,rice,97.0,59.0,43.0,84.0,6.3
1866,North Carolina,Buncombe County,12,339.0,175.5,coconut,40.0,22.0,29.0,100.0,5.7
1867,North Carolina,Burke County,14,317.5,165.75,coconut,40.0,22.0,29.0,100.0,5.7
1868,North Carolina,Cabarrus County,16,286.5,151.25,coconut,40.0,22.0,29.0,100.0,5.7
1869,North Carolina,Caldwell County,14,334.0,174.0,coconut,40.0,22.0,29.0,100.0,5.7
1870,North Carolina,Camden County,16,374.0,195.0,rice,97.0,59.0,43.0,84.0,6.3
1871,North Carolina,Carteret County,17,398.25,207.625,rice,97.0,59.0,43.0,84.0,6.3
1872,North Carolina,Caswell County,15,289.5,152.25,coconut,40.0,22.0,29.0,100.0,5.7
1873,North Carolina,Catawba County,15,292.75,153.875,coconut,40.0,22.0,29.0,100.0,5.7
1874,North Carolina,Chatham County,16,311.25,163.625,coconut,40.0,22.0,29.0,100.0,5.7
1875,North Carolina,Cherokee County,13,449.5,231.25,,,,,,
1876,North Carolina,Chowan County,17,381.75,199.375,rice,97.0,59.0,43.0,84.0,6.3
1877,North Carolina,Clay County,13,439.5,226.25,,,,,,
1878,North Carolina,Cleveland County,15,292.75,153.875,coconut,40.0,22.0,29.0,100.0,5.7
1879,North Carolina,Columbus County,17,342.25,179.625,coffee,91.0,21.0,26.0,57.4,7.3
1880,North Carolina,Craven County,17,386.0,201.5,rice,97.0,59.0,43.0,84.0,6.3
1881,North Carolina,Cumberland County,17,321.25,169.125,coconut,40.0,22.0,29.0,100.0,5.7
1882,North Carolina,Currituck County,16,359.5,187.75,rice,97.0,59.0,43.0,84.0,6.3
1883,North Carolina,Dare County,17,360.75,188.875,rice,97.0,59.0,43.0,84.0,6.3
1884,North Carolina,Davidson County,15,304.25,159.625,coconut,40.0,22.0,29.0,100.0,5.7
1885,North Carolina,Davie County,15,297.75,156.375,coconut,40.0,22.0,29.0,100.0,5.7
1886,North Carolina,Duplin County,16,363.75,189.875,rice,97.0,59.0,43.0,84.0,6.3
1887,North Carolina,Durham County,15,318.75,166.875,coconut,40.0,22.0,29.0,100.0,5.7
1888,North Carolina,Edgecombe County,16,363.25,189.625,rice,97.0,59.0,43.0,84.0,6.3
1889,North Carolina,Forsyth County,14,316.25,165.125,coconut,40.0,22.0,29.0,100.0,5.7
1890,North Carolina,Franklin County,16,330.25,173.125,coconut,40.0,22.0,29.0,100.0,5.7
1891,North Carolina,Gaston County,16,279.5,147.75,coconut,40.0,22.0,29.0,100.0,5.7
1892,North Carolina,Gates County,16,381.0,198.5,rice,97.0,59.0,43.0,84.0,6.3
1893,North Carolina,Graham County,12,449.5,230.75,,,,,,
1894,North Carolina,Granville County,15,328.25,171.625,coconut,40.0,22.0,29.0,100.0,5.7
1895,North Carolina,Greene County,16,399.5,207.75,rice,97.0,59.0,43.0,84.0,6.3
1896,North Carolina,Guilford County,15,318.25,166.625,coconut,40.0,22.0,29.0,100.0,5.7
1897,North Carolina,Halifax County,16,352.5,184.25,rice,97.0,59.0,43.0,84.0,6.3
1898,North Carolina,Harnett County,16,332.75,174.375,coconut,40.0,22.0,29.0,100.0,5.7
1899,North Carolina,Haywood County,11,405.25,208.125,rice,97.0,59.0,43.0,84.0,6.3
1900,North Carolina,Henderson County,13,382.25,197.625,rice,97.0,59.0,43.0,84.0,6.3
1901,North Carolina,Hertford County,16,369.5,192.75,rice,97.0,59.0,43.0,84.0,6.3
1902,North Carolina,Hoke County,17,315.0,166.0,coconut,40.0,22.0,29.0,100.0,5.7
1903,North Carolina,Hyde County,17,389.25,203.125,rice,97.0,59.0,43.0,84.0,6.3
1904,North Carolina,Iredell County,15,294.75,154.875,coconut,40.0,22.0,29.0,100.0,5.7
1905,North Carolina,Jackson County,11,458.5,234.75,,,,,,
1906,North Carolina,Johnston County,16,361.25,188.625,rice,97.0,59.0,43.0,84.0,6.3
1907,North Carolina,Jones County,17,376.5,196.75,rice,97.0,59.0,43.0,84.0,6.3
1908,North Carolina,Lee County,16,317.5,166.75,coconut,40.0,22.0,29.0,100.0,5.7
1909,North Carolina,Lenoir County,16,390.5,203.25,rice,97.0,59.0,43.0,84.0,6.3
1910,North Carolina,Lincoln County,16,282.5,149.25,coconut,40.0,22.0,29.0,100.0,5.7
1911,North Carolina,McDowell County,14,372.0,193.0,rice,97.0,59.0,43.0,84.0,6.3
1912,North Carolina,Macon County,12,456.5,234.25,,,,,,
1913,North Carolina,Madison County,13,326.5,169.75,coconut,40.0,22.0,29.0,100.0,5.7
1914,North Carolina,Martin County,16,385.5,200.75,rice,97.0,59.0,43.0,84.0,6.3
1915,North Carolina,Mecklenburg County,16,265.5,140.75,apple,33.0,143.0,204.0,92.0,5.8
1916,North Carolina,Mitchell County,11,351.75,181.375,coffee,91.0,21.0,26.0,57.4,7.3
1917,North Carolina,Montgomery County,16,339.0,177.5,coffee,91.0,21.0,26.0,57.4,7.3
1918,North Carolina,Moore County,16,326.5,171.25,coconut,40.0,22.0,29.0,100.0,5.7
1919,North Carolina,Nash County,16,351.75,183.875,coffee,91.0,21.0,26.0,57.4,7.3
1920,North Carolina,New Hanover County,18,374.75,196.375,rice,97.0,59.0,43.0,84.0,6.3
1921,North Carolina,Northampton County,16,356.25,186.125,rice,97.0,59.0,43.0,84.0,6.3
1922,North Carolina,Onslow County,17,359.5,188.25,rice,97.0,59.0,43.0,84.0,6.3
1923,North Carolina,Orange County,15,317.5,166.25,coconut,40.0,22.0,29.0,100.0,5.7
1924,North Carolina,Pamlico County,17,386.0,201.5,rice,97.0,59.0,43.0,84.0,6.3
1925,North Carolina,Pasquotank County,16,376.5,196.25,rice,97.0,59.0,43.0,84.0,6.3
1926,North Carolina,Pender County,17,369.5,193.25,rice,97.0,59.0,43.0,84.0,6.3
1927,North Carolina,Perquimans County,16,380.25,198.125,rice,97.0,59.0,43.0,84.0,6.3
1928,North Carolina,Person County,14,299.75,156.875,coconut,40.0,22.0,29.0,100.0,5.7
1929,North Carolina,Pitt County,17,398.25,207.625,rice,97.0,59.0,43.0,84.0,6.3
1930,North Carolina,Polk County,15,341.0,178.0,coffee,91.0,21.0,26.0,57.4,7.3
1931,North Carolina,Randolph County,16,323.75,169.875,coconut,40.0,22.0,29.0,100.0,5.7
